numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,pres,tend24,raf10,rafper,per,etat_sol,ht_neige,rr1,rr3,rr6,rr12,rr24,weighted_precip,pres_diff
7149,2021-02-13 12:00:00,103320,60,1,90,5.9,271.15,260.75,45,30000,3,0.0,0.0,40.0,0.0,102160,760.0,8.3,9.2,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1160
7149,2021-02-13 15:00:00,103290,-30,6,100,5.5,272.55,262.35,46,30000,3,2.0,2.0,90.0,0.0,102130,710.0,8.0,10.4,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1160
7149,2021-02-13 18:00:00,103380,90,3,110,3.4,271.45,262.35,50,26140,0,2.0,2.0,75.0,6.0,102220,680.0,5.9,8.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160
7149,2021-02-13 21:00:00,103430,40,0,120,3.0,270.45,262.85,56,20000,3,1.0,1.0,75.0,0.0,102260,550.0,5.4,5.4,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1170
7149,2021-02-14 00:00:00,103550,120,3,90,2.6,269.45,262.85,60,20000,3,0.0,0.0,10.0,1.0,102380,510.0,3.8,4.7,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1170
7149,2021-02-14 03:00:00,103490,-70,7,100,3.0,268.35,262.15,62,26560,2,0.0,0.0,0.0,0.0,102310,440.0,4.9,5.3,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1180
7149,2021-02-14 06:00:00,103380,-110,5,120,2.6,267.75,261.85,63,30000,2,0.0,0.0,0.0,0.0,102200,230.0,4.5,7.1,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1180
7149,2021-02-14 09:00:00,103420,50,0,130,3.7,269.55,262.05,56,30000,3,0.0,0.0,40.0,2.0,102250,150.0,6.5,7.1,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1170
7149,2021-02-14 12:00:00,103280,-120,8,130,4.7,273.65,265.15,53,30000,3,2.0,2.0,75.0,1.0,102130,-30.0,8.1,8.1,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1150
7149,2021-02-14 15:00:00,103150,-130,6,120,4.7,274.35,266.75,57,30000,3,2.0,2.0,90.0,7.0,102000,-130.0,7.3,8.0,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1150
7149,2021-02-14 18:00:00,103030,-120,8,140,3.5,273.85,268.05,65,20000,1,2.0,2.0,90.0,3.0,101880,-340.0,5.6,5.6,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1150
7149,2021-02-14 21:00:00,102940,-80,5,160,2.4,274.55,268.85,66,20000,3,2.0,2.0,90.0,7.0,101800,-460.0,3.6,5.0,-10,15.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,1140
7149,2021-02-15 00:00:00,102840,-100,6,160,2.6,274.45,269.35,69,7870,0,2.0,2.0,90.0,7.0,101700,-680.0,4.3,4.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140
7149,2021-02-15 03:00:00,102770,-70,8,180,3.4,275.45,271.85,77,12000,60,6.0,6.0,100.0,8.0,101630,-680.0,5.6,5.6,-10,11.0,-0.02,-0.1,-0.1,-0.1,-0.1,-0.1,-0.10000000000000002,1140
7149,2021-02-15 12:00:00,102650,0,0,200,4.4,280.45,274.55,66,25000,3,2.0,2.0,90.0,3.0,101540,-590.0,8.5,10.7,-10,11.0,0.0,0.0,0.0,-0.1,0.8,0.8,0.46,1110
7149,2021-02-15 15:00:00,102570,-80,6,200,4.8,281.55,276.95,73,25000,21,6.0,2.0,90.0,7.0,101460,-540.0,7.4,8.9,-10,0.0,0.0,-0.1,-0.1,-0.1,0.8,0.8,0.44000000000000006,1110
7149,2021-02-15 18:00:00,102530,-40,6,190,2.4,281.65,277.45,75,25000,1,2.0,2.0,90.0,7.0,101420,-460.0,3.9,5.4,-10,0.0,0.0,0.0,0.0,-0.1,-0.1,0.8,0.020000000000000004,1110
7149,2021-02-15 21:00:00,102490,-40,6,180,3.3,281.15,278.05,81,25000,2,2.0,2.0,100.0,7.0,101380,-420.0,4.8,4.8,-10,1.0,0.0,0.0,0.2,0.2,0.2,1.0,0.45333333333333337,1110
7149,2021-02-16 00:00:00,102400,-90,6,200,5.0,281.25,277.65,78,25000,1,2.0,2.0,75.0,6.0,101290,-410.0,7.2,7.3,-10,1.0,0.0,0.0,0.0,0.2,0.2,1.0,0.4266666666666667,1110
7149,2021-02-16 03:00:00,102180,-220,8,190,3.6,280.55,277.15,79,30000,1,1.0,1.0,40.0,1.0,101070,-560.0,5.1,6.9,-10,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.38666666666666666,1110
7149,2021-02-16 06:00:00,101950,-230,7,190,3.7,279.05,276.25,82,11360,1,2.0,2.0,90.0,5.0,100840,-690.0,6.7,6.7,-10,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04000000000000001,1110
7149,2021-02-16 12:00:00,101640,-200,6,200,5.4,283.45,278.45,71,36260,1,2.0,2.0,90.0,0.0,100550,-990.0,9.2,9.5,-10,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,1090
7149,2021-02-16 15:00:00,101490,-140,6,200,4.5,284.65,279.95,73,34780,3,2.0,2.0,90.0,4.0,100410,-1050.0,8.4,8.6,-10,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,1080
7149,2021-02-16 18:00:00,101590,90,3,230,5.4,283.05,281.45,90,12000,61,6.0,6.0,90.0,7.0,100500,-920.0,9.6,10.3,-10,2.0,0.0,0.6,1.4,1.4,1.4,1.6,1.1466666666666667,1090
7149,2021-02-16 21:00:00,101780,180,1,210,4.6,281.65,280.15,90,17630,2,0.0,0.0,10.0,1.0,100680,-700.0,7.2,7.2,-10,2.0,0.0,0.0,-0.1,1.4,1.4,1.4,1.1066666666666665,1100
7149,2021-02-17 00:00:00,101930,150,2,220,3.0,281.45,280.05,91,27050,0,0.0,0.0,90.0,7.0,100830,-460.0,5.3,9.2,-10,1.0,0.0,0.0,0.0,-0.1,1.4,1.4,0.82,1100
7149,2021-02-17 03:00:00,101950,20,1,190,3.5,281.75,280.25,90,19120,3,2.0,2.0,90.0,7.0,100850,-220.0,4.9,6.4,-10,2.0,0.0,0.0,0.0,0.0,1.4,1.4,0.84,1100
7149,2021-02-17 06:00:00,101950,0,0,200,3.4,281.05,279.95,93,25000,3,2.0,2.0,75.0,6.0,100850,10.0,5.4,6.1,-10,2.0,0.0,0.0,0.0,0.0,-0.1,1.4,0.08,1100
7149,2021-02-17 09:00:00,102020,70,1,210,5.4,282.65,280.95,89,16850,1,2.0,2.0,90.0,7.0,100920,170.0,8.4,9.2,-10,1.0,0.0,0.0,0.0,0.0,0.0,1.4,0.09333333333333332,1100
7149,2021-02-17 12:00:00,102000,-10,8,210,7.4,284.65,280.55,76,16000,1,2.0,2.0,90.0,7.0,100910,360.0,11.8,14.2,-10,1.0,0.0,0.0,0.0,0.0,0.0,1.4,0.4666666666666667,1090
7149,2021-02-17 15:00:00,101860,-130,8,220,6.6,285.75,279.75,67,18000,2,2.0,2.0,75.0,6.0,100780,370.0,10.1,11.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.4666666666666667,1080
7149,2021-02-17 18:00:00,101820,-50,8,170,2.0,283.15,278.55,73,23390,2,2.0,2.0,90.0,0.0,100730,230.0,3.1,6.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.006666666666666667,1090
7149,2021-02-18 03:00:00,101240,-260,6,140,2.3,280.85,276.55,74,20000,1,2.0,2.0,60.0,2.0,100140,-710.0,3.5,5.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-02-18 06:00:00,101000,-230,6,180,0.9,280.95,276.65,74,41060,1,2.0,2.0,90.0,1.0,99910,-940.0,1.8,4.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-18 09:00:00,100880,-120,7,180,2.6,282.45,277.25,70,20000,60,6.0,2.0,100.0,8.0,99790,-1130.0,4.7,6.7,-10,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,1090
7149,2021-02-18 12:00:00,100800,-70,7,200,5.1,282.75,281.15,90,16850,0,6.0,6.0,100.0,1.0,99720,-1190.0,8.6,8.6,-10,2.0,0.0,0.4,2.0,2.0,2.0,2.0,1.8933333333333333,1080
7149,2021-02-18 15:00:00,100800,0,5,200,6.7,283.45,281.85,90,6000,61,6.0,6.0,100.0,8.0,99720,-1060.0,13.0,13.0,-10,2.0,0.0,1.2,2.2,4.2,4.2,4.2,3.7333333333333334,1080
7149,2021-02-18 21:00:00,101520,280,1,190,2.3,279.65,278.45,92,15000,1,0.0,0.0,25.0,1.0,100420,-200.0,3.4,4.6,-10,1.0,0.0,0.0,0.0,2.6,6.8,6.8,4.6,1100
7149,2021-02-19 00:00:00,101630,100,1,180,2.5,278.25,277.65,96,10000,1,0.0,0.0,40.0,1.0,100520,120.0,3.1,4.3,-10,1.0,0.0,0.0,0.2,0.2,5.0,7.0,3.7333333333333334,1110
7149,2021-02-19 03:00:00,101690,60,3,190,3.9,278.65,278.35,98,3830,10,2.0,2.0,75.0,6.0,100580,440.0,6.0,6.0,-10,1.0,0.0,0.0,0.0,0.2,2.8,7.0,3.12,1110
7149,2021-02-19 06:00:00,101670,-20,8,170,1.4,279.35,279.35,100,710,43,4.0,4.0,101.0,9.0,100560,650.0,2.7,6.1,-10,1.0,0.0,0.0,0.0,0.0,0.2,7.0,0.49333333333333335,1110
7149,2021-02-19 09:00:00,101680,20,2,190,3.7,280.35,279.75,96,21250,1,2.0,2.0,90.0,7.0,100580,790.0,6.5,7.7,-10,1.0,0.0,0.0,0.0,0.0,0.2,7.0,0.49333333333333335,1100
7149,2021-02-19 12:00:00,101580,-90,8,150,3.7,283.45,280.65,83,32490,1,2.0,2.0,90.0,7.0,100490,770.0,5.3,7.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6666666666666667,1090
7149,2021-02-19 15:00:00,101370,-190,6,160,4.1,286.85,282.05,73,41220,1,2.0,2.0,75.0,5.0,100300,580.0,6.5,7.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.9333333333333333,1070
7149,2021-02-19 18:00:00,101350,-30,5,170,2.5,285.75,281.45,75,25000,2,2.0,2.0,75.0,1.0,100270,130.0,3.7,4.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.013333333333333334,1080
7149,2021-02-19 21:00:00,101410,60,1,180,2.0,284.55,281.25,80,25000,3,2.0,2.0,90.0,7.0,100330,-90.0,3.0,3.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,1080
7149,2021-02-20 00:00:00,101320,-100,6,170,2.3,283.75,280.65,81,25000,3,2.0,2.0,90.0,7.0,100230,-290.0,3.5,5.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-20 03:00:00,101220,-100,8,170,3.2,282.65,279.15,79,22030,1,2.0,2.0,90.0,7.0,100130,-450.0,4.8,6.5,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-20 06:00:00,101170,-50,8,160,3.5,281.85,278.05,77,30000,1,1.0,1.0,40.0,0.0,100080,-480.0,5.6,7.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-20 09:00:00,101140,-20,8,150,3.6,284.55,278.65,67,30000,3,1.0,1.0,75.0,0.0,100060,-520.0,6.6,9.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-20 12:00:00,101020,-100,8,170,6.6,289.55,280.45,55,30000,2,2.0,2.0,90.0,0.0,99960,-530.0,10.6,10.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-02-20 15:00:00,100860,-150,7,160,7.1,291.35,279.55,46,30000,1,2.0,2.0,90.0,0.0,99810,-490.0,11.2,11.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-02-20 18:00:00,100950,80,3,170,5.5,289.05,280.05,55,36720,2,2.0,2.0,90.0,0.0,99890,-380.0,8.4,11.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-02-20 21:00:00,101070,110,3,180,4.3,287.55,279.15,57,30000,2,2.0,2.0,90.0,0.0,100000,-330.0,8.1,8.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-02-21 00:00:00,101110,30,1,170,2.9,285.35,278.75,64,42050,2,2.0,2.0,90.0,0.0,100030,-200.0,5.2,5.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-21 03:00:00,101150,40,1,170,2.4,283.95,277.85,66,44930,2,2.0,2.0,90.0,0.0,100070,-60.0,3.7,4.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-21 06:00:00,101210,50,1,160,2.9,281.95,276.95,71,40660,3,2.0,2.0,90.0,0.0,100120,40.0,4.3,4.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-21 09:00:00,101260,60,3,160,3.6,284.55,277.25,61,30000,2,2.0,2.0,90.0,0.0,100180,120.0,5.2,5.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-21 12:00:00,101180,-60,8,160,4.9,290.45,278.35,45,30000,2,2.0,2.0,90.0,0.0,100120,160.0,7.9,8.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-02-21 15:00:00,101100,-80,6,160,4.6,290.45,278.05,44,30000,3,1.0,1.0,75.0,3.0,100040,230.0,7.6,9.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-02-21 18:00:00,101080,-30,6,90,2.6,287.95,278.95,55,30000,1,2.0,2.0,75.0,0.0,100010,120.0,3.8,3.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-02-21 21:00:00,101150,60,3,160,1.9,286.05,277.95,58,30000,3,2.0,2.0,90.0,0.0,100070,70.0,3.3,3.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-22 00:00:00,101320,170,3,190,2.3,285.55,277.05,56,30000,2,2.0,2.0,90.0,0.0,100240,210.0,4.2,4.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-22 03:00:00,101420,90,1,170,2.4,283.65,276.65,62,37160,2,2.0,2.0,90.0,0.0,100330,260.0,3.8,4.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-22 06:00:00,101540,120,3,140,0.9,282.65,277.05,68,32880,3,2.0,2.0,100.0,7.0,100450,330.0,1.5,2.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-22 09:00:00,101680,140,3,210,0.9,283.45,279.05,74,27420,3,2.0,2.0,90.0,6.0,100590,410.0,2.1,2.9,-10,1.0,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.06666666666666667,1090
7149,2021-02-22 12:00:00,101820,150,1,170,1.4,286.05,279.85,66,25000,2,2.0,2.0,90.0,7.0,100740,620.0,3.6,3.6,-10,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.08000000000000002,1080
7149,2021-02-22 15:00:00,101960,150,3,160,0.9,288.95,280.15,56,19510,2,2.0,2.0,100.0,7.0,100890,850.0,1.9,2.2,-10,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.060000000000000005,1070
7149,2021-02-22 18:00:00,102200,230,3,0,0.0,288.35,280.85,61,13980,2,2.0,2.0,100.0,7.0,101120,1110.0,0.0,2.1,-10,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.020000000000000004,1080
7149,2021-02-22 21:00:00,102370,170,2,180,1.2,287.75,280.75,63,12040,2,2.0,2.0,100.0,7.0,101290,1220.0,1.9,1.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.03333333333333333,1080
7149,2021-02-23 00:00:00,102620,240,1,200,2.0,287.25,281.65,69,14550,1,2.0,2.0,100.0,7.0,101530,1290.0,3.3,3.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.03333333333333333,1090
7149,2021-02-23 03:00:00,102660,40,2,210,1.9,285.55,281.65,77,15000,1,0.0,0.0,0.0,0.0,101570,1240.0,3.2,4.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.03333333333333333,1090
7149,2021-02-23 06:00:00,102890,220,1,210,3.1,285.35,281.25,76,20000,3,2.0,2.0,90.0,7.0,101790,1340.0,5.1,5.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.006666666666666667,1100
7149,2021-02-23 09:00:00,103060,170,1,180,3.6,285.55,282.15,80,28000,3,2.0,2.0,90.0,7.0,101960,1370.0,5.7,5.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-02-23 12:00:00,103020,-20,8,200,7.2,289.75,282.95,64,28000,1,0.0,0.0,40.0,3.0,101940,1200.0,12.4,15.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-23 18:00:00,103100,100,1,190,3.4,289.05,282.25,64,38550,1,0.0,0.0,10.0,1.0,102020,900.0,6.4,7.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-23 21:00:00,103120,10,3,170,1.9,286.55,282.25,75,18820,2,0.0,0.0,0.0,0.0,102030,740.0,2.7,3.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-24 00:00:00,103180,50,0,180,1.9,284.25,281.65,84,20000,1,1.0,1.0,10.0,1.0,102080,550.0,2.7,3.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-02-24 03:00:00,103110,-80,6,190,2.4,283.35,281.25,87,15000,2,0.0,0.0,0.0,0.0,102000,430.0,3.6,4.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110
7149,2021-02-24 06:00:00,103140,30,3,170,2.4,282.65,280.95,89,15000,2,0.0,0.0,0.0,0.0,102030,240.0,3.3,3.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110
7149,2021-02-24 09:00:00,103100,-30,8,180,2.4,285.35,281.85,79,15000,2,0.0,0.0,0.0,0.0,102000,40.0,3.8,4.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-02-24 15:00:00,102740,-200,6,200,4.6,292.55,280.65,46,20000,1,0.0,0.0,0.0,0.0,101670,-250.0,7.3,9.0,-10,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.20000000000000004,1070
7149,2021-02-24 18:00:00,102700,-50,6,160,1.0,288.85,279.85,55,25000,3,0.0,0.0,10.0,0.0,101620,-400.0,1.3,3.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-24 21:00:00,102680,-30,5,180,2.2,286.95,280.45,65,25000,2,0.0,0.0,10.0,0.0,101590,-440.0,3.0,4.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-25 00:00:00,102710,20,3,230,0.5,284.95,280.05,72,25000,3,0.0,0.0,50.0,0.0,101610,-470.0,1.4,3.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-02-25 03:00:00,102650,-60,8,240,0.7,282.85,279.75,81,20000,3,2.0,2.0,90.0,5.0,101550,-450.0,1.5,1.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-02-25 06:00:00,102660,0,0,170,0.9,282.25,279.15,81,20000,2,0.0,0.0,40.0,0.0,101550,-480.0,2.1,2.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110
7149,2021-02-25 09:00:00,102750,100,1,190,3.7,285.05,279.15,67,20000,2,2.0,2.0,90.0,0.0,101650,-350.0,5.5,5.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-02-25 12:00:00,102730,0,0,200,3.4,289.25,279.35,52,20000,2,2.0,2.0,90.0,0.0,101650,-220.0,5.6,6.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-25 15:00:00,102730,0,5,230,3.6,289.35,281.05,58,11020,2,2.0,2.0,90.0,0.0,101650,-20.0,6.2,6.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-02-25 18:00:00,102870,130,3,260,2.8,286.65,281.45,71,20000,2,2.0,2.0,90.0,1.0,101780,160.0,4.0,4.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-02-25 21:00:00,103090,210,3,320,6.5,285.35,281.05,75,25180,2,2.0,2.0,90.0,7.0,101990,400.0,10.1,10.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-02-26 00:00:00,103240,140,1,330,4.8,283.65,279.95,78,25630,60,6.0,2.0,100.0,7.0,102130,520.0,7.1,7.1,-10,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.10000000000000002,1110
7149,2021-02-26 03:00:00,103270,30,1,360,4.2,282.55,279.85,83,10000,61,6.0,2.0,100.0,7.0,102160,610.0,6.2,7.9,-10,1.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.10000000000000002,1110
7149,2021-02-26 06:00:00,103390,110,3,360,3.2,280.95,279.25,89,10000,61,6.0,6.0,100.0,5.0,102270,720.0,6.8,8.9,-10,2.0,0.0,0.4,0.8,0.8,0.8,0.8,0.6666666666666666,1120
7149,2021-02-26 09:00:00,103530,140,3,350,3.6,282.35,279.45,82,17860,1,1.0,1.0,25.0,1.0,102410,760.0,5.5,6.0,-10,2.0,0.0,0.0,1.0,1.8,1.8,1.8,0.9866666666666667,1120
7149,2021-02-26 12:00:00,103570,50,1,30,6.0,285.05,277.05,58,25000,1,1.0,1.0,50.0,4.0,102460,810.0,9.5,10.7,-10,1.0,0.0,0.0,0.0,1.0,1.8,1.8,1.28,1110
7149,2021-02-26 15:00:00,103550,-20,6,20,5.5,284.95,273.95,47,20550,1,1.0,1.0,50.0,4.0,102440,790.0,9.8,11.0,-10,1.0,0.0,0.0,0.0,0.0,1.8,1.8,1.0799999999999998,1110
7149,2021-02-26 18:00:00,103660,100,3,40,5.4,282.65,274.55,57,25000,1,1.0,1.0,50.0,4.0,102540,760.0,7.5,7.7,-10,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.2533333333333333,1120
7149,2021-02-26 21:00:00,103780,110,2,30,4.1,280.15,273.35,62,33190,2,0.0,0.0,0.0,0.0,102650,660.0,6.0,9.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,1130
7149,2021-02-27 00:00:00,103890,100,2,40,3.8,278.35,273.55,71,25000,2,0.0,0.0,0.0,0.0,102750,620.0,5.6,7.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,1140
7149,2021-02-27 03:00:00,103840,-50,8,40,3.6,277.35,273.45,76,25000,2,0.0,0.0,0.0,0.0,102700,540.0,5.5,6.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,1140
7149,2021-02-27 06:00:00,103870,30,0,30,3.4,276.65,273.65,81,20000,2,0.0,0.0,0.0,0.0,102730,460.0,6.1,7.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,1140
7149,2021-02-27 09:00:00,103920,60,1,40,4.9,279.15,274.85,74,20000,2,0.0,0.0,0.0,0.0,102790,380.0,7.5,7.5,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130
7149,2021-02-27 12:00:00,103830,-80,8,40,7.0,282.75,274.65,57,30000,1,0.0,0.0,0.0,0.0,102710,250.0,10.3,10.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120
7149,2021-02-27 15:00:00,103620,-200,6,40,5.9,283.95,274.25,51,30000,2,0.0,0.0,10.0,1.0,102510,70.0,9.3,11.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110
7149,2021-02-27 18:00:00,103600,-30,5,40,6.4,281.55,274.25,60,30000,2,0.0,0.0,0.0,0.0,102480,-60.0,9.7,10.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120
7149,2021-02-27 21:00:00,103630,20,1,30,6.5,279.05,275.55,78,9810,2,0.0,0.0,0.0,0.0,102500,-150.0,10.8,10.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130
7149,2021-02-28 00:00:00,103560,-70,8,40,6.4,277.85,275.25,83,6750,2,0.0,0.0,0.0,0.0,102430,-320.0,8.7,11.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130
7149,2021-02-28 03:00:00,103450,-120,6,30,4.5,276.75,274.65,86,10000,2,0.0,0.0,0.0,0.0,102310,-390.0,6.3,8.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140
7149,2021-02-28 06:00:00,103420,-30,5,40,4.9,275.75,274.25,90,4000,2,0.0,0.0,0.0,0.0,102280,-450.0,7.8,7.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140
7149,2021-02-28 09:00:00,103400,-10,5,60,6.1,277.85,274.35,78,4990,3,0.0,0.0,40.0,3.0,102270,-520.0,9.9,10.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130
7149,2021-02-28 12:00:00,103240,-140,8,40,5.3,282.75,274.85,58,9990,2,0.0,0.0,0.0,0.0,102130,-580.0,8.5,9.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110
7149,2021-02-28 15:00:00,103050,-180,6,70,6.4,285.05,273.75,46,14020,2,0.0,0.0,0.0,0.0,101950,-560.0,9.6,10.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-02-28 18:00:00,103040,-20,5,80,4.2,282.95,272.75,49,20370,2,0.0,0.0,0.0,0.0,101930,-550.0,5.8,6.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110
7149,2021-02-28 21:00:00,103050,0,4,50,2.7,280.15,273.15,61,13690,2,0.0,0.0,0.0,0.0,101930,-570.0,4.2,5.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120
7149,2021-03-01 00:00:00,103020,-30,7,70,3.4,279.25,271.85,59,30000,2,0.0,0.0,0.0,0.0,101900,-530.0,4.8,4.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120
7149,2021-03-01 03:00:00,102980,-50,8,40,2.4,277.55,271.75,66,30000,2,0.0,0.0,0.0,0.0,101850,-460.0,3.1,3.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130
7149,2021-03-01 06:00:00,102980,-10,6,40,2.6,276.25,272.25,75,14110,2,0.0,0.0,0.0,0.0,101840,-440.0,4.0,4.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140
